time_signature,track_popularity,speechiness,danceability,playlist_name,track_artist,duration_ms,energy,playlist_genre,playlist_subgenre,track_name,mode,type,track_album_release_date,id,instrumentalness,track_album_id,playlist_id,track_id,valence,key,tempo,loudness,acousticness,liveness,track_album_name
4,23,0.0393,0.636,Rock Classics,Creedence Clearwater Revival,138053,0.746,rock,classic,Fortunate Son,1,audio_features,2005-12-14,5e6x5YRnMJIKvYpZxLqdpH,0.29,4A8gFwqd9jTtnsNwUu3OQx,37i9dQZF1DWXRqgorJj26U,5e6x5YRnMJIKvYpZxLqdpH,0.432,0,132.31,-3.785,0.0648,0.173,The Long Road Home - The Ultimate John Fogerty / Creedence Collection
4,53,0.0317,0.572,Rock Classics,Van Halen,241600,0.835,rock,classic,Jump - 2015 Remaster,1,audio_features,2015-03-27,5FqYA8KfiwsQvyBI4IamnY,0.000377,2c965LEDRNrXXCeBOAAwns,37i9dQZF1DWXRqgorJj26U,5FqYA8KfiwsQvyBI4IamnY,0.795,0,129.981,-6.219,0.171,0.0702,The Collection
4,55,0.0454,0.591,Rock Classics,Stevie Nicks,329413,0.804,rock,classic,Edge of Seventeen - 2016 Remaster,1,audio_features,2016-11-04,5LNiqEqpDc8TuqPy79kDBu,5.98E-06,3S404OgKoVQSJ3xXrDVlp8,37i9dQZF1DWXRqgorJj26U,5LNiqEqpDc8TuqPy79kDBu,0.658,0,111.457,-7.299,0.327,0.0818,Bella Donna (Deluxe Edition)
4,64,0.101,0.443,Jazz Classics,"Ella Fitzgerald, Louis Armstrong",185160,0.104,jazz,classic,Dream A Little Dream Of Me - Single Version,1,audio_features,2007-05-03,78MI7mu1LV1k4IA2HzKmHe,0,1y5KGkUKO0NG32MhIIagCA,37i9dQZF1DXbITWG1ZJKYt,78MI7mu1LV1k4IA2HzKmHe,0.394,0,76.474,-17.042,0.913,0.191,"Love, Ella"
4,62,0.0298,0.685,Jazz Classics,Galt MacDermot,205720,0.472,jazz,classic,Coffee Cold,0,audio_features,2000-01-01,6MN6yRVriszuyAVlyF8ndB,0.284,6f4b9wVTkKAf096k4XG6x5,37i9dQZF1DXbITWG1ZJKYt,6MN6yRVriszuyAVlyF8ndB,0.475,9,80.487,-9.691,0.785,0.224,Shapes of Rhythm/Woman Is Sweeter
4,61,0.0566,0.67,Jazz Classics,"Frank Sinatra, Count Basie",147147,0.365,jazz,classic,Fly Me To The Moon,1,audio_features,2015-04-17,2dR5WkrpwylTuT3jRWNufa,0,7gmak9ZGm10y4PtZa9SBQn,37i9dQZF1DXbITWG1ZJKYt,2dR5WkrpwylTuT3jRWNufa,0.45,0,119.347,-10.158,0.525,0.0575,Ultimate Sinatra
4,60,0.0914,0.663,Jazz Classics,"Ella Fitzgerald, Louis Armstrong",354533,0.264,jazz,classic,Cheek To Cheek,1,audio_features,1997-05-20,33jt3kYWjQzqn3xyYQ5ZEh,0,2uqlkJu6vckJahCsp6Hfcn,37i9dQZF1DXbITWG1ZJKYt,33jt3kYWjQzqn3xyYQ5ZEh,0.657,0,122.482,-14.571,0.706,0.1,The Complete Ella And Louis On Verve
4,55,0.0373,0.525,Jazz Classics,Benny Goodman,195533,0.222,jazz,classic,Stompin At The Savoy,0,audio_features,1990-01-01,1xUJ1mdLAysxNBtO9w3J2g,0.0799,33oCBSZiLbfqyOnTTQ4Tct,37i9dQZF1DXbITWG1ZJKYt,1xUJ1mdLAysxNBtO9w3J2g,0.645,10,156.364,-11.065,0.836,0.051,B. G. In Hi Fi
4,54,0.0363,0.336,Jazz Classics,Kenny Dorham,190400,0.0619,jazz,classic,Alone Together - Rudy Van Gelder Remaster 2006,0,audio_features,1992-01-01,3GOZbK2epuHzCt5YvvVFHO,0.891,4B0pF1WLB3pCaZ4eTx5U8S,37i9dQZF1DXbITWG1ZJKYt,3GOZbK2epuHzCt5YvvVFHO,0.197,5,60.705,-20.494,0.985,0.11,Quiet Kenny
4,53,0.0407,0.742,Jazz Classics,Horace Silver,438280,0.671,jazz,classic,Song For My Father,0,audio_features,1999-01-01,1CDBaGlisZlOJzvx88lL8A,0.00441,4LEnATSqKeANOJ0mLUAuCE,37i9dQZF1DXbITWG1ZJKYt,1CDBaGlisZlOJzvx88lL8A,0.591,5,127.359,-8.142,0.794,0.122,Song For My Father
3,53,0.0537,0.519,Jazz Classics,Gene Ammons,252947,0.0422,jazz,classic,My Romance - Remastered 2006,1,audio_features,2006-03-21,6rK27cC9hX0e1Chrnxo9Vn,0.929,04l5TDoVZFNPvExGNdVjOj,37i9dQZF1DXbITWG1ZJKYt,6rK27cC9hX0e1Chrnxo9Vn,0.397,1,130.436,-10.778,0.966,0.124,Boss Tenor (RVG Remasters / Remastered 2006)
4,53,0.0569,0.659,Jazz Classics,Coleman Hawkins,182360,0.113,jazz,classic,Body and Soul,0,audio_features,1996-05-21,2xm9ihELo6xwrRKrBbPql9,0.88,6Ieo4Lrku0sQ63Pd9G8j3L,37i9dQZF1DXbITWG1ZJKYt,2xm9ihELo6xwrRKrBbPql9,0.738,10,95.063,-16.756,0.976,0.179,Body & Soul
4,52,0.0336,0.505,Jazz Classics,Stanley Turrentine,295200,0.159,jazz,classic,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,0,audio_features,2007-01-01,7ysmJhXFQtiBQlk6EZ6sks,0.0127,21YbbJrVCRQIxB5W2EKIbr,37i9dQZF1DXbITWG1ZJKYt,7ysmJhXFQtiBQlk6EZ6sks,0.196,7,59.385,-11.235,0.946,0.212,Look Out! (Remastered)
4,50,0.0336,0.517,Jazz Classics,Esbjörn Svensson Trio,267173,0.0917,jazz,classic,Where We Used to Live,1,audio_features,2006-09-22,72PqmnVj86bfTnkFiQ9Mx9,0.629,1FXFyWXLIdOVgjR0MaRa9y,37i9dQZF1DXbITWG1ZJKYt,72PqmnVj86bfTnkFiQ9Mx9,0.0836,0,95.068,-18.395,0.876,0.108,Tuesday Wonderland
4,49,0.0331,0.412,Jazz Classics,Roy Hargrove,372493,0.195,jazz,classic,Ruby My Dear,1,audio_features,1994-08-16,1czzmAtPTw287TyMQEfCfg,0.709,1OGhqJimAFVAtyX7PKbakD,37i9dQZF1DXbITWG1ZJKYt,1czzmAtPTw287TyMQEfCfg,0.0778,8,133.918,-10.288,0.9,0.106,Approaching Standards
4,49,0.06,0.417,Jazz Classics,John Coltrane,287844,0.42,jazz,classic,Giant Steps - 2020 Remaster,0,audio_features,2020-09-18,1ZXu0ib26kWfQQngREMcU2,0.00111,4jTDjHLMFCHWrjuP1qmCf4,37i9dQZF1DXbITWG1ZJKYt,1ZXu0ib26kWfQQngREMcU2,0.517,0,147.143,-13.046,0.186,0.185,Giant Steps (60th Anniversary Super Deluxe Edition) [2020 Remaster]
4,49,0.0627,0.517,Jazz Classics,Dave Brubeck,354573,0.273,jazz,classic,Besame Mucho,0,audio_features,2001-04-02,1GZD0TZJHmdQaZsucHBmWT,0.774,5LiPzuR79DTTmyROUm2luC,37i9dQZF1DXbITWG1ZJKYt,1GZD0TZJHmdQaZsucHBmWT,0.321,10,63.423,-17.279,0.866,0.979,On Time
3,49,0.0321,0.477,Jazz Classics,Mary Lou Williams,280481,0.237,jazz,classic,It Ain't Necessarily So,0,audio_features,2016-04-15,2qswPLZD9CbUoSidGNyxwm,0.901,6VflpBTIdO5wvutZII2Grw,37i9dQZF1DXbITWG1ZJKYt,2qswPLZD9CbUoSidGNyxwm,0.178,4,126.222,-17.115,0.947,0.0974,Gilles Peterson - Magic Peterson Sunshine
4,60,0.0446,0.234,Classical Essentials,"Johann Sebastian Bach, Lang Lang",139307,0.126,classical,essential,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",1,audio_features,2019-03-29,4SFBV7SRNG2e2kyL1F6kjU,0.896,1XORY4rQNhqkZxTze6Px90,37i9dQZF1DWWEJlAGA9gs0,4SFBV7SRNG2e2kyL1F6kjU,0.216,0,133.998,-25.427,0.989,0.102,Piano Book (Deluxe Edition)
3,63,0.0446,0.289,Classical Essentials,"Ludwig van Beethoven, Igor Levit",212067,0.0306,classical,essential,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",0,audio_features,2015,3zLTPuucd3e6TxZnu2dlVS,0.911,230jpjk9w7MGupNMMvXoaN,37i9dQZF1DWWEJlAGA9gs0,3zLTPuucd3e6TxZnu2dlVS,0.118,9,125.61,-30.79,0.987,0.102,"Für Elise, Bagatelle No. 25 in A Minor, WoO 59"
3,65,0.0442,0.169,Classical Essentials,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",174267,0.0161,classical,essential,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",0,audio_features,2015-09-18,0jOnZhF75V68VsBObWx2XO,0.86,2y85NsbsBnGTXcXgHpj3PD,37i9dQZF1DWWEJlAGA9gs0,0jOnZhF75V68VsBObWx2XO,0.0573,9,128.143,-31.034,0.986,0.0805,Songs from the Arc of Life
3,63,0.0606,0.0939,Classical Essentials,"George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",207267,0.0336,classical,essential,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",0,audio_features,2002,1upQiytDIEZfl9ItruoXuC,0.83,657D9POYWMrDMK9MWNxPHL,37i9dQZF1DWWEJlAGA9gs0,1upQiytDIEZfl9ItruoXuC,0.0516,2,67.359,-24.041,0.927,0.0954,Handel Sarabande
5,65,0.0455,0.32,Classical Essentials,"Claude Debussy, Alice Sara Ott",294960,0.00501,classical,essential,"Suite bergamasque, L. 75: III. Clair de lune",1,audio_features,2018-07-27,1cmigB9I6IRpFqjIbzvSQB,0.919,4Ll3RGpn0eVY6MMKPTP99C,37i9dQZF1DWWEJlAGA9gs0,1cmigB9I6IRpFqjIbzvSQB,0.0383,1,68.947,-33.366,0.993,0.0618,"Debussy: Suite bergamasque, L. 75, 3. Clair de lune"
4,62,0.0576,0.376,Classical Essentials,"Erik Satie, Alena Cherny",296480,0.00579,classical,essential,Gnossienne No. 1,0,audio_features,2013,5fdp9rXfEixCGLM1Og4EN1,0.944,4ZWDD7tNRRMB2eO4B5LsJh,37i9dQZF1DWWEJlAGA9gs0,5fdp9rXfEixCGLM1Og4EN1,0.0369,5,71.827,-31.615,0.996,0.0882,Gnossienne No. 1
4,51,0.0341,0.168,Classical Essentials,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra",215240,0.256,classical,essential,Tales of Hoffmann: Barcarolle,1,audio_features,2014-06-13,1n9741DApqn5gvuxhgerCt,0.175,72eREPpDWnlR5o2hUExugS,37i9dQZF1DWWEJlAGA9gs0,1n9741DApqn5gvuxhgerCt,0.134,2,90.072,-15.549,0.932,0.384,"I don't like classical music, but I really like this!"
4,55,0.0471,0.0783,Classical Essentials,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",583293,0.0523,classical,essential,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,1,audio_features,1998-08-14,0cqcRqZgkNHanWQ8slYA0v,0.945,2xhhbZySK489esUAtrs65j,37i9dQZF1DWWEJlAGA9gs0,0cqcRqZgkNHanWQ8slYA0v,0.0327,5,82.015,-23.247,0.896,0.0806,Mahler: Symphony No. 5
4,53,0.0437,0.253,Classical Essentials,"Joaquín Rodrigo, Thibaut García, Ben Glassberg, Orchestre National Du Capitole De Toulouse",640267,0.098,classical,essential,Rodrigo: Concierto de Aranjuez: II. Adagio,0,audio_features,2020-10-02,0k6P9cdEA9K3k0ASde2Kof,0.862,2K6XjvDKO2HTCDqGZkph9e,37i9dQZF1DWWEJlAGA9gs0,0k6P9cdEA9K3k0ASde2Kof,0.062,11,84.865,-19.878,0.93,0.122,Aranjuez
4,60,0.0366,0.194,Classical Essentials,"Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis",644273,0.0545,classical,essential,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",1,audio_features,2012-01-01,4rrrn8OLrttq7r9RgNXalU,0.945,5lVqgXqdoIH3W1wUM2hzPx,37i9dQZF1DWWEJlAGA9gs0,4rrrn8OLrttq7r9RgNXalU,0.0385,4,140.966,-24.877,0.983,0.0551,Rachmaninov: Piano Concerto No.2
1,53,0.0388,0.341,Classical Essentials,"Franz Liszt, Lise de la Salle",357747,0.0142,classical,essential,"Ständchen in D Minor (After Schubert), S. 560",1,audio_features,2011-08-23,3GecLjGMqzjmgkvy2v41Wf,0.921,12TLeKJv0q5fnF2obaf6Is,37i9dQZF1DWWEJlAGA9gs0,3GecLjGMqzjmgkvy2v41Wf,0.0384,2,76.382,-28.293,0.993,0.113,Liszt
3,60,0.0406,0.279,Classical Essentials,"Franz Liszt, Lang Lang",293147,0.0292,classical,essential,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",1,audio_features,2011-07-25,2u9VGZmVz7Rm01SfDgzcfA,0.902,39Hh5k01di42nUCLn8Wxqu,37i9dQZF1DWWEJlAGA9gs0,2u9VGZmVz7Rm01SfDgzcfA,0.0338,8,136.732,-26.804,0.987,0.104,Liszt - My Piano Hero
4,58,0.0419,0.53,Classical Essentials,"Karl Jenkins, Carmine Lauri, David Alberman, London Symphony Orchestra",226880,0.339,classical,essential,Palladio: 1. Allegretto (arr. for Strings Orchestra),0,audio_features,2008,4FycxLfl7H5CQnqw9J6LXZ,0.874,1EICPBWv4fDj3sy3vn6p0y,37i9dQZF1DWWEJlAGA9gs0,4FycxLfl7H5CQnqw9J6LXZ,0.0719,2,90.041,-16.973,0.567,0.102,Quirk
4,49,0.039,0.366,Classical Essentials,"Wolfgang Amadeus Mozart, Andrew Watkinson",352000,0.139,classical,essential,Eine kleine Nachtmusik K. 525: Allegro,1,audio_features,1998,2mRUmSG3XGjFloqgAT2UJN,0.913,4XtXDGPvBn9DMDWuqZ0uX9,37i9dQZF1DWWEJlAGA9gs0,2mRUmSG3XGjFloqgAT2UJN,0.31,7,139.478,-19.978,0.885,0.0725,Mozart: Eine Kleine Nachtmusik
3,57,0.049,0.235,Classical Essentials,"Nikolai Rimsky-Korsakov, Lars Hjalmar Joakim",200360,0.0639,classical,essential,Scheherazade: The Tale of the Kalendar Prince,0,audio_features,1999-02-01,04eShjKTWijeJJqGnhxpYK,0.603,3QXtNXmOyrOfZ2mWG4rw9v,37i9dQZF1DWWEJlAGA9gs0,04eShjKTWijeJJqGnhxpYK,0.0781,11,120.736,-24.404,0.962,0.466,Rimsky-Korsakov: Scheherezade
4,65,0.0509,0.225,Classical Essentials,"Frédéric Chopin, Mikhail Pletnev",259493,0.0047,classical,essential,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",0,audio_features,2000-01-01,2MSgFefjK0T7Iwjvr3OKqV,0.881,3hW1TEeZRJ01XycQFABjj9,37i9dQZF1DWWEJlAGA9gs0,2MSgFefjK0T7Iwjvr3OKqV,0.186,1,163.665,-30.928,0.992,0.0722,"Chopin: Piano Sonata No. 2, Nocturnes, Barcarolle & Scherzo"
4,44,0.0349,0.353,Classical Essentials,"Sergei Prokofiev, Behzod Abduraimov, Orchestra Sinfonica Nazionale Della RAI, Juraj Valcuha",564640,0.254,classical,essential,"Piano Concerto No. 3 in C, Op. 26: 1. Andante - Allegro",1,audio_features,2014-01-01,3QqPgzOcv9titKufFR0gsQ,0.859,5hOFetItodSTqXX2uKz5Pa,37i9dQZF1DWWEJlAGA9gs0,3QqPgzOcv9titKufFR0gsQ,0.0986,0,133.808,-16.205,0.948,0.0843,Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3
4,47,0.0389,0.374,Classical Essentials,"George Frideric Handel, Trevor Pinnock, The English Concert, Simon Preston, The Choir Of Westminster Abbey",323427,0.178,classical,essential,"Zadok the Priest (Coronation Anthem No. 1, HWV 258)",1,audio_features,1995-01-01,30bQxViotttoZ7x2iUP2L9,0.0235,7Gi7VwRTgcVL9jKilHtztX,37i9dQZF1DWWEJlAGA9gs0,30bQxViotttoZ7x2iUP2L9,0.148,1,95.839,-15.758,0.92,0.0754,Handel: Coronation Anthems; Concerti a Due Cori
3,62,0.0418,0.701,Classical Essentials,"Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder",151507,0.341,classical,essential,Spring 1 - 2012,0,audio_features,2014-01-01,5xbuJuQsTVheVZvX2AJVIv,0.903,5yuG2LEkf7QA9ZGIXldCmy,37i9dQZF1DWWEJlAGA9gs0,5xbuJuQsTVheVZvX2AJVIv,0.163,1,105.513,-12.26,0.499,0.359,"Recomposed By Max Richter: Vivaldi, The Four Seasons"
4,45,0.0399,0.307,Classical Essentials,"Edvard Grieg, Alexandra Dariescu, Philharmonia Orchestra, Tianyi Lu",769213,0.0851,classical,essential,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Radio Edit",0,audio_features,2024-07-16,4d1ZlOcZYFcjqNJ5VdautO,0.872,0WSePQx9rAMua5bZ3OZs5d,37i9dQZF1DWWEJlAGA9gs0,4d1ZlOcZYFcjqNJ5VdautO,0.0388,9,129.103,-20.471,0.968,0.101,"Grieg: Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato (Radio Edit)"
4,47,0.062,0.323,Classical Essentials,"Gioachino Rossini, Arthur Fiedler, Boston Pops Orchestra",184320,0.682,classical,essential,William Tell Overture,1,audio_features,2014-06-13,1ISbc05WTtcVh7q7QOXuu4,0.647,72eREPpDWnlR5o2hUExugS,37i9dQZF1DWWEJlAGA9gs0,1ISbc05WTtcVh7q7QOXuu4,0.646,4,169.325,-10.208,0.763,0.127,"I don't like classical music, but I really like this!"
4,46,0.0348,0.263,Classical Essentials,"Georges Bizet, Michel Plasson, Orchestre National Du Capitole De Toulouse",213693,0.27,classical,essential,"Bizet: Carmen, WD 31: Prélude",0,audio_features,2003-02-25,7e8ZbMDwjdbUHWsoMOlZCd,0.865,249X9ZjhWATM2KlkcCh9pt,37i9dQZF1DWWEJlAGA9gs0,7e8ZbMDwjdbUHWsoMOlZCd,0.228,2,129.095,-16.85,0.876,0.0562,Bizet: Carmen
3,55,0.0488,0.102,Classical Essentials,"Samuel Barber, Sir Simon Rattle, Berliner Philharmoniker",537427,0.0733,classical,essential,Barber: Adagio for Strings,0,audio_features,2010-01-18,1CSaCKPIp2yCIDL3t7Fyau,0.859,4zW79KZjDenZMLXSGU0Mqu,37i9dQZF1DWWEJlAGA9gs0,1CSaCKPIp2yCIDL3t7Fyau,0.0308,10,73.954,-24.133,0.974,0.28,Samuel Barber - Adagio
3,49,0.0567,0.0623,Classical Essentials,"Morten Lauridsen, Chamber Choir Of Europe, Nicol Matt",415800,0.0116,classical,essential,O Magnum Mysterium: O magnum mysterium,1,audio_features,2006-01-01,0S0YKiEdR9cT9pYgEaTevF,0.445,2KpDg5XbaWzQWepVfDpefT,37i9dQZF1DWWEJlAGA9gs0,0S0YKiEdR9cT9pYgEaTevF,0.0331,2,65.057,-27.893,0.991,0.0816,Lauridsen: O Magnum Mysterium / Lux Aeterna / Madrigali / Les Chansons Des Roses
3,44,0.039,0.165,Classical Essentials,"Aram Khachaturian, London Symphony Orchestra",592040,0.106,classical,essential,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,1,audio_features,2007-07-02,2nVt0n0aSj3AwZjakMvDHX,0.782,63PTC3GOG8kFdMthv7iXg8,37i9dQZF1DWWEJlAGA9gs0,2nVt0n0aSj3AwZjakMvDHX,0.0336,8,105.651,-21.742,0.807,0.105,Khachaturian: Spartacus and Gayaneh highlights etc
4,45,0.0385,0.292,Classical Essentials,"Alexander Borodin, Angelina Shvachka, Dmytro Popov, Mykola Koval, Taras Shtonda, Mykola Hobdych, Kiev Chamber Choir, Ukraine National Radio Symphony Orchestra, Theodore Kuchar",642573,0.246,classical,essential,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),1,audio_features,2005-08-01,4Dcm4KMuDz0l01weeSpD4J,0.525,7EvHAkgN8py1HEVvUtszxy,37i9dQZF1DWWEJlAGA9gs0,4Dcm4KMuDz0l01weeSpD4J,0.0859,2,109.766,-14.96,0.922,0.107,Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia
5,43,0.0434,0.114,Classical Essentials,"Gabriel Fauré, Berliner Philharmoniker, Daniel Barenboim",246360,0.0175,classical,essential,"Pelléas et Mélisande Suite, Op. 80: III. Sicilienne. Allegretto molto moderato",1,audio_features,2024-08-23,3ynbqSi0Z7e3FdcZrhOnQC,0.846,67DGWJ9ypKs6NPnENGGY0Q,37i9dQZF1DWWEJlAGA9gs0,3ynbqSi0Z7e3FdcZrhOnQC,0.0928,3,56.479,-33.957,0.923,0.12,"Fauré: Pelléas et Mélisande Suite, Op. 80: III. Sicilienne. Allegretto molto moderato"
3,46,0.0443,0.466,Classical Essentials,"Luigi Boccherini, Orpheus Chamber Orchestra",204000,0.0113,classical,essential,"String Quintet in E Major, G. 275: III. Menuetto",1,audio_features,1993-01-01,3MGdBHevIGU82NqTM2S1PF,0.0257,0eKd0WGHFP7flkzOuoEgMc,37i9dQZF1DWWEJlAGA9gs0,3MGdBHevIGU82NqTM2S1PF,0.486,9,111.541,-34.2,0.939,0.0924,Classical Hits
5,43,0.0365,0.154,Classical Essentials,"Florence Beatrice Price, Jeneba Kanneh-Mason, Chineke! Orchestra, Leslie Suganandarajah",371667,0.0287,classical,essential,Piano Concerto in One Movement: Adagio cantabile,1,audio_features,2023-04-28,3Yf8ais15iSDj9i0at2fOC,0.896,7ICuukmLLzvOAgrHzvHGOh,37i9dQZF1DWWEJlAGA9gs0,3Yf8ais15iSDj9i0at2fOC,0.0386,2,76.618,-26.958,0.984,0.131,Price: Piano Concerto in One Movement: Adagio cantabile
3,55,0.0644,0.491,Classical Essentials,"Maurice Ravel, Bertrand Chamayou",346587,0.0176,classical,essential,"Ravel: Pavane pour une infante défunte, M. 19",0,audio_features,2016-01-15,3MRQn2RYo2VLYMoStnLRxu,0.927,5Ui8Uj9oHn2yT7Duo0welM,37i9dQZF1DWWEJlAGA9gs0,3MRQn2RYo2VLYMoStnLRxu,0.0901,4,125.793,-26.911,0.994,0.0985,Ravel: Complete Works for Solo Piano
4,48,0.0488,0.25,Classical Essentials,"César Franck, Joshua Bell, Jeremy Denk",364093,0.135,classical,essential,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",1,audio_features,2012-01-06,0xX7kREWmOGBWzYNcpZwRN,0.0349,5FUPAG4ZjlOSJf0t3uITB7,37i9dQZF1DWWEJlAGA9gs0,0xX7kREWmOGBWzYNcpZwRN,0.179,9,94.404,-18.615,0.958,0.0477,French Impressions
4,53,0.0327,0.205,Classical Essentials,"Sergei Rachmaninoff, Daniil Trifonov, Philadelphia Orchestra, Yannick Nézet-Séguin",174653,0.0525,classical,essential,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",1,audio_features,2015-08-28,419qlOGNXoyICx4jO0hqaj,0.906,7lj4fT2SzKOFw8rvSrVivF,37i9dQZF1DWWEJlAGA9gs0,419qlOGNXoyICx4jO0hqaj,0.0511,1,88.316,-23.841,0.98,0.103,Rachmaninov Variations
3,47,0.0384,0.176,Classical Essentials,"Arvo Pärt, Vladimir Spivakov, Sergej Bezrodny",636000,0.006,classical,essential,Spiegel im Spiegel - Version for Violin and Piano,1,audio_features,1999-10-15,4wudbbceOZKjRlhTtbHvAs,3.24E-05,69iw6Zy6fh2dSnEgBTZKJE,37i9dQZF1DWWEJlAGA9gs0,4wudbbceOZKjRlhTtbHvAs,0.0383,5,71.477,-42.238,0.899,0.105,Arvo Pärt: Alina
4,38,0.0387,0.1,Classical Essentials,"Franz Schubert, Wiener Philharmoniker, Josef Krips",906000,0.0354,classical,essential,"Symphony No. 8 in B Minor, D. 759 ""Unfinished"": I. Allegro moderato",0,audio_features,1997-01-01,52GmHO5DikTIKc3yBmTTT1,0.865,2nFVSsVHVJtGAnw37l8hwC,37i9dQZF1DWWEJlAGA9gs0,52GmHO5DikTIKc3yBmTTT1,0.0426,11,73.968,-17.211,0.901,0.125,"Schubert: Symphony No.8 ""Unfinished""; Symphony No.9 ""Great"""
4,43,0.0597,0.351,Classical Essentials,"Paul Dukas, Philharmonia Orchestra",577440,0.206,classical,essential,The Sorcerer's Apprentice,1,audio_features,1999-01-01,2OHnoGjn6X6kDwzO7Rw0Y9,0.255,2whukRzuzg6VUBKkcEKfJp,37i9dQZF1DWWEJlAGA9gs0,2OHnoGjn6X6kDwzO7Rw0Y9,0.0839,1,130.415,-22.657,0.797,0.0738,Fantasia 2000
4,43,0.0367,0.311,Classical Essentials,"Wolfgang Amadeus Mozart, London Philharmonic Orchestra, Alfred Scholz",260693,0.123,classical,essential,"The Marriage of Figaro Overture, KV 492",1,audio_features,2009-01-01,23if4cvw0UI7c8Uc5OOvss,0.898,01mjP8kk8EVXDKOZM5342V,37i9dQZF1DWWEJlAGA9gs0,23if4cvw0UI7c8Uc5OOvss,0.203,2,141.485,-19.708,0.931,0.178,Mozart: Marriage of Figaro Overture - Magic Flute Overture - Abduction from the Seraglio Overture
4,44,0.0449,0.234,Classical Essentials,"Samuel Coleridge-Taylor, Chineke! Orchestra, Anthony Parnther",220000,0.0251,classical,essential,"Petite Suite de Concert, Op. 77: III. Un sonnet d'amour",1,audio_features,2022-07-29,57RRXysNvNZl8f5KPwEvuU,0.202,0I1imAdheexQgRTs6t7Hg2,37i9dQZF1DWWEJlAGA9gs0,57RRXysNvNZl8f5KPwEvuU,0.04,9,126.31,-28.627,0.937,0.101,"Coleridge-Taylor: Petite Suite de Concert, Op. 77: III. Un sonnet d'amour"
4,61,0.251,0.872,RapCaviar,"Cordae, Lil Wayne",146055,0.674,hip-hop,modern,Back on the Road (feat. Lil Wayne),0,audio_features,2024-11-15,3MsEJbnW0SYWNzQ6D1j5Xm,0,7oZOlyOhZSUn1zfojIzMHR,37i9dQZF1DX0XUsuxWHRQd,3MsEJbnW0SYWNzQ6D1j5Xm,0.357,2,135.975,-5.831,0.17,0.104,The Crossroads
4,68,0.264,0.652,RapCaviar,BabyChiefDoit,150997,0.831,hip-hop,modern,The Viper,0,audio_features,2024-09-20,2JapCT0xikq6Fy1PQiJz1C,0,3cQR7hyzZEbwAESuPEu8qR,37i9dQZF1DX0XUsuxWHRQd,2JapCT0xikq6Fy1PQiJz1C,0.648,10,139.905,-5.972,0.0111,0.269,The Viper
4,68,0.277,0.848,Gangster Rap,"41, Kyle Richh, Jenn Carter, TaTa",171198,0.632,hip-hop,gangster,"Bent (with Kyle Richh, Jenn Carter & TaTa)",1,audio_features,2023-11-17,1haa8GXT0cl9wzRnpZG0YH,0,1xfZEllNKEGORjebzxus4t,6mODZNt8CYYEBrWAyS5vs4,1haa8GXT0cl9wzRnpZG0YH,0.253,2,123.987,-7.381,0.398,0.282,41 World: Not The Album
4,56,0.273,0.676,Gangster Rap,Lil Durk,186538,0.61,hip-hop,gangster,AHHH HA,1,audio_features,2022-03-11,2bPI4TKM4oTxl2SijUXM2J,1.73E-06,0vRN2oePynCSTspdY9NDsM,6mODZNt8CYYEBrWAyS5vs4,2bPI4TKM4oTxl2SijUXM2J,0.519,1,156.005,-9.185,0.000114,0.191,7220
4,24,0.565,0.874,Gangster Rap,Yung Rich Cuban,166226,0.48,hip-hop,gangster,Floridaboiii,1,audio_features,2022-06-03,47ePKoUVfNVUZKtzpqLF0y,0,2sLLqcLa7s8C9PxSIlDup9,6mODZNt8CYYEBrWAyS5vs4,47ePKoUVfNVUZKtzpqLF0y,0.563,11,84.098,-12.092,0.033,0.11,One Way
